嘉兴市信息化建设展宏图──确立八大建设目标	2	信息化建设	2000	2000年05期	在全球信息化浪潮推动下，嘉兴市就本市“十五”至２０１５年信息化建设展开了充分的规划研究。他们从实际情况和需求出发，突出依托上海，接轨上海，提出“政府主导、统筹规划，联合建设、有序竞争，依托上海，顺应发展，互联互通、资源共亨”的信息化建设指导思想，确立了嘉兴市国民经济和社会信息化建设的总体目标是：到２００５年，初步建成覆盖全市、联接国际和国内、具有国内中心城市先进水平的信息基础设施和综合信息服务体系，为政府决策、为各行各业和社会公众提供准确、及时、全面、方便的信息服务。到２０１５年，基本实现国民经济和社会信息化。信息化总体水平在国内地市一级城市中处于前列，建成区域性信息传送网络，数字技术、网络技	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200005006&dbname=CJFD9902
“IT保姆”容易当	2	中国计算机用户	2000	2000年06期	随着国家信息化进程的不断推进,不少企业都拥有一个比较庞大的计算机网络系统。如何管理好这些数量庞大的IT设备?深圳大亚湾核电站找到了他们的方法。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200006022&dbname=CJFD9902
集百家经验 促政府上网——百城市政府上网推进交流会侧记	2	中国计算机用户	2000	2000年06期	2000年1月20日,作为政府上网工程正式启动一周年纪念日,在人民大会堂举办了“政府上网工程”百城市政府上网推进交流大会,全国130多个地级以上城市的主管科技、信息化工作的领导汇集一堂,共享经验。同时,IT厂商大亮相,推出为政府上网量身定制的解决方案,为此,本专题就政府上网的现状、部分地区政府上网的经验,厂商的解决方案、政府上网的疑难问题等汇集一起,看一看倍受瞩目的政府上网。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200006029&dbname=CJFD9902
建设新世纪的网上政府	2	信息化建设	2000	2000年06期	网络正在改变着这个世界。由这个神奇力量的带动，出现了虚拟制造，虚拟社会，又出现了虚拟政府。 不管你对这个虚拟政府的情况了解与否，也不管你对这个潮流赞成与否，它已变成了无可争议的现实。 美国已经是一个公认的政府同站建设最成熟、信息化工作开展得最彻底的国家。在美国，从联邦政府到州级政府，再到每一个县、市，几乎所有的机构单位均己建立了网上站点。网站的内容也非常丰富有效，其中最知名的政府站点为美国白宫站点。 在法国、英国和新加坡，电子政府的架子已经初步搭起来了。全法国已有６０多家政府机构在互联网上开设了自己的网站，普通民众可以通过Ｅ－ｍａｉｌ直接与总统联系。英国政府信息化工作业已全面铺开，许多政府机构	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006001&dbname=CJFD9902
关于加快推进信息化的思考	2	信息化建设	2000	2000年06期	一、对时代的认识 一个信息化的浪潮正在席卷世界。这个浪潮是由源于北美的这场信息革命所引起的。应该清醒地认识到，这场信息革命不是一个部门的革命，而是一个划时代的产业革命。它将与新石器时代的农业革命，十八至十九世纪的工业革命相提并论。农业革命导致农业社会的出现，工业革命导致工业社会的产生，这场信息革命则将引导人类进入信息社会。之所以这样说，是因为这场信息革命不仅将导致整个生产体系的组织结构和经济结构的一次飞跃，并且将对政治、经济、社会、文化等各个层面产生极为深刻的影响。所以，美国总统克林顿说美国当前的新经济可以和人类历史上的工业革命相比拟。 认识和把握这个历史的转折点极为重要。中华人民共和国成立以	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006002&dbname=CJFD9902
走近现代化政务办公──上海市政府办公自动化系统	2	信息化建设	2000	2000年06期	随着社会信息化程度的不断提高，上海这座国际大都市，正发生着日新月异的变化。“信息”、“办公自动化”、“计算机”，这些原本我们感到陌生的字眼，如今已随处可闻。而作为这座城市的心脏部门──上海市人民政府，她的城市管理决策的科学化、信息化也迈上了新的台阶，现代化政务办公正在悄悄地深入我们的生活。 现代化政务办公，就是充分利用办公自动化系统，高效地完成政府的政务处理和信息积累。它已经成为政府工作中的重要一环，发挥着过去政务办公系统所无法比拟的作用，也成为近年来计算机应用领域的又一大亮点。 曾几何时，“办公自动化”一词对于大多数人而言总是充满神秘：什么是办公自动化？怎么自动化法？它会给我们带来些什么？这	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006003&dbname=CJFD9902
黄冈市信息产业发展战略研讨	2	信息化建设	2000	2000年06期	当今世界正日益强烈地受到以电子信息技术为代表的新科技革命的冲击，电子信息技术的发展和应用，正把世界推到所谓信息经济的时代。电子信息技术及信息产业的发展，已远远超出了技术和部门经济本身的范畴，成为国民经济的重要基础，其发展水平己成为衡量一个国家和地区的经济发展水平、军事实力和科学技术进步的重要标志，因此被视为决定２１世纪综合国力的关键。上述的认识正在成为各国领导层、科技界、产业界的共识。 黄冈市委、市政府己制定了在几年内把黄冈建设成为中等城市的战略目标。要实现这一跨世纪的宏伟目标，黄冈必须抓住时机，着力对产业结构进行调整和优化，否则，不仅目标难以实现，甚至与沿海及发达地区的距离会越拉越大。产业结	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006004&dbname=CJFD9902
立足服务　分类开发 搞好政府信息系统信息资源建设	2	信息化建设	2000	2000年06期	信息资源的开发和利用，是信息化建设的关键之一，同时也在政府信息系统建设的重点和难点。在信息资源开发中，围绕网络平台建设和信息资源开发相结合的思路，把信息资源开发放在优先地位，抓信息资源开发作为系统建设的重点。 嘉兴市政府信息系统以服务党政工作为中心，根据“贴近实际、贴近需求、贴近用户”的指导思想，紧紧围绕政府的经济工作重点，从全局观察思考问题，切实做好为各级领导部门宏观管理和决策服务的工作。 一、嘉兴市政府信息资源建设基本内容 经过几年的探索和努力，我们在政府信息系统网络上已基本形成了三大类的信息资源，即政务信息资源、综合信息资源、部门信息资源。 １、政务信息资源 抓好市级领导机关办公信息系统	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006005&dbname=CJFD9902
世界主要国家和地区信息化发展状况	2	信息化建设	2000	2000年06期	从信息产业的形成、壮大到信息社会的到来，特别是以微电子革命为代表的个人计算机的迅猛发展和以网络为特征的新一轮信息交流方式的革命，社会的信息化已成为一种社会发展的新趋势。一些发达国家看到这种趋势，注重研究社会信息化所带来的影响，注重研究信息资源的开发利用，从而在促进社会发展、提高经济发展能力等方面己经占得先机。但同时我们也注意到，这种在世界范围内形成的社会信息化的趋势，其发展是非常不平衡的。在不同国家、不同地区，由于不同的经济基础和人文环境因素，信息化所表现出来的水平和特点也是有差异的，而且随着各因素的变化而发展。 国际数据公司（ＩＤＣ）对信息社会指数（Ｉｎｆｏｒｍａｔｉｏｎ Ｓｏｃｉｅｔｙ Ｉ	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006006&dbname=CJFD9902
绍兴市信息系统二期工程建设的实践与思考	2	信息化建设	2000	2000年06期	一、绍兴市信息系统一期工程建设现状 绍兴市信息系统包括市委、市人大、市政府、市政协和市级有关各部门办公自动化和管理信息系统；各县（市、区）以及有关的综合信息处理系统。绍兴市信息中心具体负责绍兴市信息系统的建设和管理。系统一期工程建设规划方案始于１９９７年初，９７年９月开始网络布线及系统集成，９７年底正式开通运行，９８年通过省专家组验收。 ｌ、采用了目前世界上先进的ＡＭＰ ＯｐｅｎｉｎｇＣｏｎｎｅｃｔ Ｃａｂｌｉｎｇ Ｓｙｓｔｅｍ技术和标准，对市级机关大院内一号、二号、三号楼近五百个信息点进行智能化结构布线。市府大院内２７个部门有１５个部门联网。 ２、网络上采用先进的数字交换技术，快速以太网技术	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200006007&dbname=CJFD9902
乘势而上 开拓创新——天津市信息化工作纵览	2	中国计算机用户	2000	2000年07期	改革的春风使天津今非昔比,而深抓信息化建设更使天津有了定飞猛进的发展,现在天津市综合信息化水平已位居全国第三。可以说,信息化进一步的建设将会带动天津迈向新高。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200007020&dbname=CJFD9902
